"city","name","street_address","locality","address_region","postal_code","phone","website"
"Boston","Planet Fitness Newton","191 Watertown St","Newton","MA","02458","(617) 467-5855",
"Boston","Marino Foundation","2500 Massachusetts Ave","Cambridge","MA","02140","(617) 661-6225","http://www.marinocenter.org"
"Boston","The Studio Empower","81 Union St","Newton Center","MA","02459","(617) 467-5451","http://www.thestudioempower.com"
"Boston","Spx Total Body Fitness","81 Union St","Newton Center","MA","02459","(617) 467-5451",
"Boston","Integrated Health & Fitns Assn","36 Spinelli Pl","Cambridge","MA","02138","(617) 492-4432","https://www.ihfaboston.com"
"Boston","Sri Chinmoy Meditation Centre","777 Concord Ave","Cambridge","MA","02138","(617) 547-8500",
"Boston","Fitness Together","796 Beacon St Ste 2","Newton Center","MA","02459","(617) 641-9588","http://corp.fitnesstogether.com"
"Boston","Work Out World","127 Smith Pl Ste 3","Cambridge","MA","02138","(617) 945-9431","http://www.wownewengland.com"
"Boston","Blast Fitness","127 Smith Pl","Cambridge","MA","02138","(617) 945-9431","http://www.blastfitness.com"
"Boston","Olympia Fencing Center","127 Smith Pl","Cambridge","MA","02138","(617) 945-9448",
"Boston","Boston Body Balance","2557 Massachusetts Ave","Cambridge","MA","02140","(617) 308-7104","http://www.bostonbodybalance.com"
"Boston","Lose Weight Now!","32 Bonner Ave","Medford","MA","02155","(339) 545-1524",
"Boston","Boston Sports Clubs","70 Station Lndg","Medford","MA","02155","(781) 391-1622","https://www.bostonsportsclubs.com/clubs/wellington-circle"
"Boston","Shawn's Studio","103 Morse St Ste 1","Watertown","MA","02472","(617) 393-3535","http://www.shawnsstudio.com"
"Boston","ATI Physical Therapy","1340 Centre St Ste 105","Newton Center","MA","02459","(617) 467-3076","http://www.sportsandpt.com"
"Boston","The Corner Studio","379 Main St","Medford","MA","02155","(781) 395-1025","http://www.thecornerstudioyoga.com"
"Boston","Boston Body","453 Common Street","Belmont","MA","02478","(617) 484-7711","http://www.bostonbody.com"
"Boston","I Love Kickboxing","33 Newport Ave","Quincy","MA","02171","(617) 770-1400","http://www.ilovekickboxingboston.com"
"Boston","Get In Shape For Women","452 High St","Medford","MA","02155","(781) 393-0800","http://www.getinshapeforwomen.com"
"Boston","Get In Shape For Women","801 Massachusetts Ave","Arlington","MA","02476","(781) 488-3070","http://www.getinshapeforwomen.com"
"Boston","Fitness Together","37 Broadway Ste 5","Arlington","MA","02474","(781) 316-8500","http://corp.fitnesstogether.com"
"Boston","Planet Fitness","175 William F Mcclellan Hwy","Boston","MA","02128","(617) 569-2020",
"Boston","Body In Sync","315 Shirley St","Winthrop","MA","02152","(617) 359-8433","http://www.bodyinsync.com"
"Boston","Koko FitClub of West Roxbury","77 Spring St","West Roxbury","MA","02132","(617) 325-4800",
"Boston","Unified Fitness","1 Westinghouse Plz","Hyde Park","MA","02136","(857) 345-9252","http://www.unifiedfitness1.com"
"Boston","Planet Fitness","1020 Revere Beach Pkwy","Chelsea","MA","02150","(617) 884-3030",
"Boston","Planet Fitness","90 River St","Mattapan","MA","02126","(617) 298-0055",
"Boston","Curves","2071 Centre St","West Roxbury","MA","02132","(617) 469-4004","http://www.curves.com"
"Boston","Center For Asian Martial Arts","75I Spring St","West Roxbury","MA","02132","(617) 327-5100","http://centerforasianmartialarts.com"
"Boston","Get In Shape For Women","75 Spring St","West Roxbury","MA","02132","(617) 325-0097","http://www.getinshapeforwomen.com"
"Boston","Itron Inc","1208 Vfw Pkwy","West Roxbury","MA","02132","(617) 327-2852",
"Boston","Curves","982 Bennington St Ste 4","East Boston","MA","02128","(617) 567-5555","http://www.curves.com"
"Boston","JP's Fitness Solution","1226 Hyde Park Ave","Hyde Park","MA","02136","(617) 942-8787","http://www.myjpfitness.com"
"Boston","Results Boston","311 Eastern Ave","Chelsea","MA","02150","(617) 466-2591",
"Boston","Xtrinity Fitness","1295 River St","Hyde Park","MA","02136","(774) 776-8508","http://xtrinityfitness.com/v2"
"Boston","Befit West Roxbury","1600 Vfw Pkwy","West Roxbury","MA","02132","(617) 390-5103",
"Boston","blast  fitness","1600 Vfw Pkwy","West Roxbury","MA","02132","(617) 327-4653","http://www.blastfitness.com"
"Boston","The F.I.T.T. PIT","695 Truman Hwy","Hyde Park","MA","02136","(617) 477-8517","http://www.hydeparkfatloss.com"
"Boston","Fit Worx","1665 Vfw Pkwy","West Roxbury","MA","02132","(617) 477-3506","http://www.fitworx.com"
"Boston","Planet Fitness","1100 Revere Beach Pkwy","Chelsea","MA","02150","(617) 884-3030","http://www.planetfitness.com"
"Boston","CrossFit Winthrop","19 Walden St","Winthrop","MA","02152","(617) 846-7979",
"Boston","Keating Total Fitness","19 Walden Pl","Winthrop","MA","02152","(617) 846-7979",
"Boston","Rpm Fitness Inc","120 Banks St Ste 2","Winthrop","MA","02152","(617) 207-9040","http://www.rpmfitnesswinthrop.com"
"Boston","Get In Shape For Women","300 Walnut St","Newtonville","MA","02460","(617) 244-2211","http://www.getinshapeforwomen.com"
"Boston","Mg Fitness","465 Salem St","Medford","MA","02155","(781) 391-1280","http://mgfitnessusa.com"
"Boston","Beacon Hill Athletic Clubs","1089 Washington St","West Newton","MA","02465","(617) 332-0008","http://www.beaconhillathleticclubs.com"
"Boston","Forever Fit Fitness Center","191 Watertown St Ste 1","Watertown","MA","02472","(617) 964-1188","http://stayforeverfit.com"
"Boston","Waverly Oaks Athletic Club","411 Waverley Oaks Rd","Waltham","MA","02452","(781) 894-7010","http://www.waverleyoaks.com"
"Boston","Work Out World","41 Seyon St","Waltham","MA","02453","(781) 785-0160","http://www.wownewengland.com"
"Boston","I Love Kickboxing","87 Beaver St","Waltham","MA","02453","(781) 864-7070",
"Boston","Gstarfit","55 Charles St","Needham Heights","MA","02494","(781) 444-7827","http://gstarfit.com"
"Boston","Milton Hill Sport & Spa","1 Eliot St","Milton","MA","02186","(617) 698-0063","http://www.miltonhillsport.com"
"Boston","Sky Zone Trampoline Park","69 Norman St Ste 1b","Everett","MA","02149","(617) 387-1000","http://www.skyzone.com/Everett"
"Boston","Gold's Gym","68 Vine St","Everett","MA","02149","(617) 381-9100","http://www.goldsgym.com"
"Boston","Planet Fitness","108 Clematis Ave","Waltham","MA","02453","(781) 891-6002",
"Boston","Professional Fitness","41 Seyon St","Waltham","MA","02453","(781) 891-0034","http://professionalfitness.com"
"Boston","Get In Shape For Women","428 Common St","Belmont","MA","02478","(617) 484-1386","http://www.getinshapeforwomen.com"
"Boston","Burlington Fitness Center","275 Mystic Ave","Medford","MA","02155","(781) 874-1291",
"Boston","Gold's Gym","4000 Mystic Valley Pkwy","Medford","MA","02155","(781) 396-4653","http://www.goldsgym.com/medfordma"
"Boston","Quietman Sports Gym","4000 Mystic Valley Pkwy","Medford","MA","02155","(781) 396-6700","http://www.quietmansportsgym.com"
"Boston","S.T Jonathan Mederios","1180 Broadway","Somerville","MA","02144","(617) 764-3345",
"Boston","ATI Physical Therapy","4110 Mystic Valley Pkwy","Medford","MA","02155","(781) 960-6030","http://www.atipt.com"
"Boston","Maum Meditation","50 Massachusetts Ave","Arlington","MA","02474","(617) 272-6358","http://maum.org"
"Boston","Planet Fitness","191 Watertown St","Watertown","MA","02472","(617) 467-4890","http://www.planetfitness.com"
"Boston","Curves","372 Main St Ste B1","Watertown","MA","02472","(617) 923-2600","http://www.curves.com"
"Boston","Mystic Place Plaza Fitness Center","3600 Mystic Valley Pkwy","Medford","MA","02155","(781) 306-0267",
"Boston","Planet Fitness","696 Fellsway","Medford","MA","02155","(781) 219-5275","http://www.planetfitness.com"
"Boston","Eden, Amy H","71 Adams St Ste 6","Milton","MA","02186","(617) 698-2252",
"Boston","Alexander Technique","72 Madison Ave","Newtonville","MA","02460","(617) 527-7373","http://www.alexandertechniqueinstruction.com"
"Boston","Jazzercise","392 Watertown St","Newton","MA","02458","(617) 964-4026","http://www.jazzercise.com"
"Boston","Avalon Ballroom Dance","345 Trapelo Rd","Belmont","MA","02478","(617) 484-3900","http://www.avalondanceandfitness.com"
"Boston","Total Performance Sports","68 Vine St Ste 3","Everett","MA","02149","(617) 387-5998","http://www.totalperformancesports.com"
"Boston","Fitness First","68 Vine St","Everett","MA","02149","(617) 426-2929","http://www.fitnessfirstclubs.com"
"Boston","School of Oom Yung Doe - Traditional Martial Arts","298 Walnut St","Newtonville","MA","02460","(617) 997-7699","http://www.oomyungdoe-ne.com"
"Boston","Fitness Together Newtonville","309 Walnut St","Newtonville","MA","02460","(617) 965-0412","http://www.fitnesstogether.com/newtonville"
"Boston","Bodyscapes Inc","1197 Walnut St","Newton Highlands","MA","02461","(617) 796-8808","http://www.one2onebodyscapes.com"
"Boston","Nonantum Boxing Club","75 Adams St","Newton","MA","02458","(617) 340-3700","http://www.nonantumboxingclub.com"
"Boston","CrossFit City Line","75 Adams St","Newton","MA","02458","(857) 829-0461","http://www.crossfitcityline.com"
"Boston","Crunch Fitness - Medford","295 Middlesex Ave","Medford","MA","02155","(781) 874-9904","https://www.crunch.com/locations/medford"
"Melrose","Beacon Hill Yoga","57 Phillips St","Boston","MA","02114","(617) 784-8419","http://www.yogabeaconhill.com"
"Melrose","Marian Reynolds Yoga","131 Cambridge St","Boston","MA","02114","(617) 733-2311","http://marianreynoldsyoga.com/contact"
"Melrose","Stop and Smell the Lotus","110 Beverly St. Apt 1123","Boston","MA","02114","(912) 659-6746","http://stopandsmellthelotus.com"
"Melrose","Health Yoga Life","12 Temple St","Boston","MA","02114","(857) 350-4124","http://www.healthyogalife.com"
"Melrose","Beacon Hill Athletic Club","3 Hancock St","Boston","MA","02114","(617) 367-2422","http://www.beaconhillathleticclubs.com"
"Melrose","The Clubs at Charles River Park","10 Whittier Pl","Boston","MA","02114","(617) 726-2900","http://www.clubsatcrp.com"
"Melrose","Boston Sports Clubs","1 Bulfinch Pl","Boston","MA","02114","(617) 624-9600","https://www.bostonsportsclubs.com/clubs/government-center"
"Melrose","Reps Fitness Studio","125 Charles St","Boston","MA","02114","(857) 250-4616","http://reps57.com"
"Melrose","SoulCycle","300 Cambridge St","Boston","MA","02114","(617) 336-9998","http://www.soul-cycle.com"
"Melrose","Beacon Hill Athletic Club","261 Friend St","Boston","MA","02114","(617) 720-2422","http://beaconhillathleticclubs.com"
"Melrose","TITLE Boxing Club","226 Causeway St","Boston","MA","02114","(617) 426-9464","http://titleboxingclub.com"
"Melrose","Bikram Yoga","561 Boylston St","Boston","MA","02116","(617) 585-6565",
"Melrose","Dancing Shiva Yoga","185 Beacon St","Boston","MA","02116","(617) 266-0770","http://www.dancingshivayoga.com"
"Melrose","CorePower Yoga","399 Boylston St","Boston","MA","02116","(617) 945-2754",
"Melrose","iYoga","52 Province St Ste 307","Boston","MA","02108","(857) 312-8472",
"Melrose","Kushala Yoga Ltd","51 Franklin St","Boston","MA","02110","(604) 461-9642","http://kushalayoga.com"
"Melrose","Swet Studio","480 Tremont St","Boston","MA","02116","(617) 670-0631","http://www.swetstudio.com"
"Melrose","Dancing Shiva Yoga-Pvt Lessons","252 Newbury St","Boston","MA","02116","(617) 266-0770","http://dancingshivayoga.com"
"Melrose","Shawmut Yoga","280 Shawmut Ave","Boston","MA","02118","(781) 534-9642","http://www.shawmutyoga.com"
"Melrose","Boston Body","8 Newbury St Ste 2","Boston","MA","02116","(617) 262-3333","http://www.bostonbody.com"
"Melrose","Star Dust Yoga 108","95 Otis St","Cambridge","MA","02141","(617) 864-9642",
"Melrose","North End Yoga","256 Hanover St","Boston","MA","02113","(617) 227-9642","http://www.northendyoga.com/directions--parking.html"
"Melrose","YogaWorks","364 Boylston St Ste 201","Boston","MA","02116","(617) 375-9642","http://www.yogaworks.com"
"Melrose","Yoga To Smile","364 Boylston St","Boston","MA","02116","(603) 969-9356","http://www.yogatosmile.com"
"Melrose","Dahn Yoga & Healing","1110 Massachusetts Ave","Cambridge","MA","02138","(617) 576-9642",
"Melrose","Endurance Pilates","1636 Washington St","Boston","MA","02118","(617) 424-8400","http://www.endurancepilatesandyoga.com"
"Melrose","Erika Fritz Yoga",,"Boston","MA","02115","(312) 731-8486","http://erikafritzyoga.com"
"Melrose","Blue Light Yoga","5 Lexington St","Charlestown","MA","02129","(917) 623-4329","http://www.bluelightyoga.com"
"Melrose","Radiant Yoga Boston","516 E 2nd St","South Boston","MA","02127","(857) 496-4165","http://www.radiantyogaboston.com"
"Melrose","Down Under School of Yoga","1054 Beacon St","Brookline","MA","02446","(617) 566-9642","http://www.downunderyoga.com"
"Melrose","East Side Yoga & Fitness Studio","584 E Broadway","South Boston","MA","02127","(617) 269-1800","https://www.east-sideyogaandfitness.com"
"Melrose","Mission Hill Yoga","1467 Tremont St","Roxbury Crossing","MA","02120","(617) 966-2475","http://www.missionhillflats.com"
"Melrose","Health Yoga Life","181 Massachusetts Ave","Cambridge","MA","02139","(857) 350-4124",
"Melrose","Unyamanee Thai Spa","1034 Cambridge St","Cambridge","MA","02141","(617) 868-0827","http://www.currythaicambridge.com"
"Melrose","YogaWorks Cambridge","585 Massachusetts Ave Ste 2","Cambridge","MA","02139","(617) 702-8590","https://www.yogaworks.com/location/cambridge"
"Melrose","Come to Yoga with Barbara Lyon","335 Broadway","Cambridge","MA","02139","(617) 393-1835",
"Melrose","The Breathing Room","763 Massachusetts Ave Ste 7","Cambridge","MA","02139","(617) 977-4836","http://www.breathingroomboston.com"
"Melrose","Natasha Gayl Yoga & Wellness","282 Sidney St","Cambridge","MA","02139","(978) 973-4083","https://www.natashawellness.com"
"Melrose","Step Breath & Listen Therapeutics","6 Bigelow St","Cambridge","MA","02139","(339) 224-1725","https://www.stepbreathelisten.com"
"Melrose","Yoga of Energy Flow","271 Pearl St","Cambridge","MA","02139","(617) 510-3562",
"Melrose","Practice Space Inc","34 Bow St","Somerville","MA","02143","(617) 764-5442",
"Melrose","Be Yoga","440 Somerville Ave","Somerville","MA","02143","(617) 623-9642","http://beinunion.com"
"Melrose","Karma Yoga Studio","1120 Massachusetts Ave","Cambridge","MA","02138","(617) 642-9081","http://www.karmayogastudios.com"
"Melrose","Sadhana Yoga Studio","15 Worcester St","Boston","MA","02118","(617) 536-9642","http://sadhanaboston.com"
"Melrose","Yoga Hope Inc","49 Melcher St","Boston","MA","02210","(617) 338-9642","http://yogahope.org"
"Melrose","S End Yoga","111 W Concord St","Boston","MA","02118","(617) 947-8892",
"Melrose","South Boston Yoga","36 W Broadway","South Boston","MA","02127","(617) 315-7448","http://www.southbostonyoga.net"
"Melrose","Prana Power Yoga","585 Massachusetts Ave","Cambridge","MA","02139","(617) 441-9642","http://www.pranapoweryoga.com"
"Melrose","Kundalini Yoga Boston","186 Hampshire St","Cambridge","MA","02139","(617) 868-0055",
"Melrose","O2 Yoga Studios","1001 Massachusetts Ave","Cambridge","MA","02138","(617) 491-0002","http://www.o2yoga.com"
"Melrose","Dahn Yoga And Health Center Inc","235 Harvard St","Brookline","MA","02446","(617) 264-4851",
"Melrose","All One Yoga","1065 Commonwealth Ave","Boston","MA","02215","(617) 789-3733","http://www.alloneyogaboston.com"
"Melrose","Studio U","1065 Commonwealth Ave","Boston","MA","02215","(617) 789-3733","http://www.studiouboston.com"
"Melrose","Coolidge Corner Yoga","1297 Beacon St","Brookline","MA","02446","(617) 396-8866","http://www.coolidgeyoga.com"
"Melrose","Baptiste Power Yoga","25 Harvard St","Brookline","MA","02445","(617) 396-8019","http://baronbaptiste.com/the-boston-studios"
"Melrose","Divine Play Yoga","25 Harvard Ave","Brookline","MA","02446","(617) 396-8966",
"Melrose","Karuna Odonnell Yoga","40 Evergreen St","Jamaica Plain","MA","02130","(617) 435-1749","http://karunapaints.com"
"Melrose","Star Dust Yoga","1151 Massachusetts Ave","Cambridge","MA","02138","(617) 864-9642",
"Melrose","Kundalini Yoga","14 Arrow St Ste 10","Cambridge","MA","02138","(617) 868-0055",
"Melrose","Barre & Soul","36 Jfk St","Cambridge","MA","02138","(617) 902-0761",
"Melrose","Divine Play Yoga","25 Harvard Ave","Brookline","MA","02446","(617) 396-8966",
"Melrose","Karuna Odonnell Yoga","40 Evergreen St","Jamaica Plain","MA","02130","(617) 435-1749","http://karunapaints.com"
"Melrose","Star Dust Yoga","1151 Massachusetts Ave","Cambridge","MA","02138","(617) 864-9642",
"Melrose","Kundalini Yoga","14 Arrow St Ste 10","Cambridge","MA","02138","(617) 868-0055",
"Melrose","Barre & Soul","36 Jfk St","Cambridge","MA","02138","(617) 902-0761",
"Melrose","CorePower Yoga","57 Jfk St","Cambridge","MA","02138","(617) 752-6744","https://www.corepoweryoga.com/yoga-studios/massachusetts/cambridge/harvard-square"
"Melrose","Divine Play Yoga","2000 Massachusetts Ave","Cambridge","MA","02140","(617) 661-6565",
"Melrose","Down Under Yoga","2000 Massachusetts Ave Ste C","Cambridge","MA","02140","(617) 661-6565",
"Melrose","Dahn Meditation","235 Harvard St","Brookline","MA","02446","(617) 264-4851",
"Melrose","Yoga In The Village","17 Station St","Brookline","MA","02445","(617) 730-5757","http://www.yogainthevillage.com"
"Melrose","Baptiste Power Yoga Institute","2000 Massachusetts Ave Ste 1","Cambridge","MA","02140","(617) 661-6565","http://www.baronbaptiste.com"
"Melrose","Bikram Yoga Cambridge","30 Jfk St","Cambridge","MA","02138","(617) 547-9328","http://www.bikramyogaboston.com"
"Melrose","Majestic Yoga Studio","223 Concord Ave","Cambridge","MA","02138","(617) 876-6116","http://www.majesticyogastudio.com"
"Melrose","Sadhana","326 Chelsea St","Everett","MA","02149","(617) 381-1003","http://www.sadhanastudios.com"
"Melrose","O2 Yoga","288 Highland Ave","Somerville","MA","02143","(617) 625-0267","http://www.o2yoga.com"
"Melrose","Institute of Russian Healing Art","1693 Beacon St Ste A","Brookline","MA","02445","(617) 879-1880","http://www.russianhealing.com"
"Melrose","Divya Jyogi Yoga Studio","1776 Beacon St","Brookline","MA","02445","(617) 879-0142","http://www.yogadj.com"
"Melrose","Blissful Monkey Yoga Studio","663 Centre St","Jamaica Plain","MA","02130","(617) 522-4411","http://blissfulmonkey.com"
"Melrose","JP Centre Yoga","670 Centre St","Jamaica Plain","MA","02130","(617) 942-8936","http://www.jpcentreyoga.com"
"Melrose","Yoga Prana Shop","101 Saint Andrew Rd","East Boston","MA","02128","(617) 269-7755","http://www.yogapranashop.com"
"Melrose","Taireiki Wellness Center","380 Washington St","Brighton","MA","02135","(410) 292-8888",
"Melrose","CorePower Yoga","312 Mystic Ave Suite 312f","Medford","MA","02155","(781) 395-1960","http://www.corepoweryoga.com/locations/massachusetts/medford/medford"
"Melrose","Laniakea Yoga","5 Milton St","Cambridge","MA","02140","(617) 642-9928",
"Melrose","Ball Square Yoga","730 Broadway","Somerville","MA","02144","(617) 678-7534","https://www.ballsquareyoga.com"
"Melrose","Ali Mischke - Structural Integration, Therapeutic Yoga","2464 Massachusetts Ave","Cambridge","MA","02140","(617) 257-6857","http://www.ambody.com"
"Melrose","Namo Yoga Studio","21 Belmont St","Cambridge","MA","02138","(617) 868-0756","http://omnamocenter.com"
"Melrose","Artemis Yoga","639 Mount Auburn St","Watertown","MA","02472","(617) 393-3590","http://www.artemisyoga.com"
"Melrose","Borealis Community Yoga","34 Salem St, 2nd floor","Medford","MA","02155","(781) 350-4299",
"Melrose","Soni Yoga","290 Concord Ave","Cambridge","MA","02138","(617) 876-9642",
"Melrose","Shahmeister","670 Centre St","Jamaica Plain","MA","02130","(617) 942-8936",
"Melrose","Ayervedic Rehabilitation Ctr","103 Bennett St","Brighton","MA","02135","(617) 782-1727","http://www.ayurvedicrehabilitationcenter.com"
"Melrose","Shiva Shakti Yoga Center","2172 Massachusetts Ave","Cambridge","MA","02140","(520) 247-1915","http://www.shivashaktiyogacenter.com"
"Melrose","Samara Yoga","249 Elm St","Somerville","MA","02144","(617) 629-2299","http://www.samarayoga.com"
"Melrose","Yoga.Com","87 Fresh Pond Pkwy","Cambridge","MA","02138","(617) 492-9642","http://www.camb.com"
"Melrose","CorePower Yoga","200 Alewife Brook Pkwy","Cambridge","MA","02138","(617) 945-2754","http://www.corepoweryoga.com/locations/massachusetts/cambridge/fresh-pond"
"Melrose","Healing Tree Yoga","605 Hancock St","Quincy","MA","02170","(617) 770-4800","http://www.healingtreeyoga.com"
"Melrose","Dahn Yoga & Healing","327 Broadway","Arlington","MA","02474","(781) 648-9642","http://www.bodynbrain.com/Arlington"
"Melrose","Open Doors Yoga Studios","960 William T Morrissey Blvd","Dorchester","MA","02122","(617) 436-9642","http://www.opendoorsyogastudios.com"
"Melrose","Acorn Yoga","576 Washington St","Brighton","MA","02135","(617) 208-8201","http://www.acornyoga.org"
"Melrose","O Dynamic Duo Inc","960 William T Morrissey Blvd","Dorchester","MA","02122","(617) 288-1055",
"Melrose","The Yoga Lounge","526 Shirley St","Winthrop","MA","02152","(617) 846-9642",
"Melrose","Akasha Birch","22 Birch St","Roslindale","MA","02131","(617) 323-3030",
"Melrose","Starr Yoga","339 Belgrade Ave","Roslindale","MA","02131","(617) 816-2947","http://www.starrlifestudios.com"
"Melrose","Yoga For Relaxation","39 Benton Rd","Belmont","MA","02478","(617) 484-7590",
"Melrose","Yoga Crossing","411 Waverley Oaks Rd","Waltham","MA","02452","(781) 647-0800","http://bikramyogawaverley.com"
"Melrose","Be Yourself Yoga","252 Massachusetts Ave","Arlington","MA","02474","(617) 817-7805","http://beyourselfyoga.com"
"Melrose","YogaWorks","25 Boylston St","Chestnut Hill","MA","02467","(617) 454-4007","http://www.yogaworks.com"
"Melrose","Simply Yoga","93 Trapelo Rd","Belmont","MA","02478","(617) 993-3315",
"Melrose","H2k Happy Healthy Kids Fitns","284 Broadway","Arlington","MA","02474","(781) 646-3824","http://www.h2kchildrenfitness.com"
"Melrose","YogaWorks","282 Centre St","Newton","MA","02458","(617) 454-4014","http://www.yogaworks.com"
"Melrose","CorePower Yoga","305 Centre St","Newton","MA","02458","(617) 916-9756","http://www.corepoweryoga.com/locations/massachusetts/newton/newton"
"Melrose","YogaWorks Watertown","309 Main St","Watertown","MA","02472","(617) 924-0111","https://www.yogaworks.com/location/watertown"
"Melrose","Ombirths","309 Main St","Watertown","MA","02472","(917) 763-2339",
"Melrose","Fitlife","22 Corey St","Melrose","MA","02176","(781) 662-3306","http://www.fitlifemelrose.com"
"Melrose","Milton Yoga","12 Brush Hill Rd","Milton","MA","02186","(781) 534-9642","http://www.miltonyoga.com"
"Melrose","Naked Feet Yoga","667 Main St","Melrose","MA","02176","(781) 620-1765","http://www.nakedfeetyoga.com"
"Melrose","Black Crow Yoga","201 Broadway","Arlington","MA","02474","(339) 368-7315","http://www.blackcrowyoga.com"
"Melrose","Prana Power Yoga","282 Centre St","Newton","MA","02458","(617) 641-9642","http://www.pranapoweryoga.com"
"Melrose","Boston Body Pilates Yoga & Healing Arts Center","46 Austin St","Newtonville","MA","02460","(617) 969-2673",
"Melrose","Chaba Thai Yoga","5 Montfern Ave","Brighton","MA","02135","(617) 202-5795",
"Melrose","Chaba Thai Yoga","861 Washington St","Newtonville","MA","02460","(617) 916-9754",
"Melrose","Down Under School of Yoga","306 Walnut St","Newtonville","MA","02460","(617) 244-9642","http://www.downunderyoga.com"
"Melrose","Underground Studios","222 Arsenal St","Watertown","MA","02472","(617) 600-4979","http://bostonundergroundstudios.com"
"Melrose","Brahma Kumaris Raja Yoga Meditation Center","75 Common St","Watertown","MA","02472","(617) 926-1230","http://brahmakumaris.org"
"Melrose","The Well Street Station","62 Mount Auburn St","Watertown","MA","02472","(617) 923-1440","http://www.wellstreetstation.com"
"Melrose","Samadhi","796 Beacon St Ste 4","Newton Center","MA","02459","(617) 243-0034",
"Melrose","Waverley Yoga","411 Waverley Oaks Rd","Waltham","MA","02452","(781) 647-0800",
"Melrose","Tranquil Flame Yoga","28 Rice Ave","Revere","MA","02151","(781) 284-7949","http://www.tranquilflameyoga.com"
"Melrose","Yoga Energy","397 Washington St","Dedham","MA","02026","(617) 947-9488",
"Melrose","Lorelli Felicia","1524 Vfw Pkwy","West Roxbury","MA","02132","(617) 477-3315",
"Melrose","Yoga Power Studio","740 Main St","Waltham","MA","02451","(781) 899-4990",
"Melrose","Naked Feet Yoga","667 Main St","Melrose","MA","02176","(781) 620-1765","http://www.nakedfeetyoga.com"
"Melrose","Breathe & Play Everyday","528 Adams St","Milton","MA","02186","(617) 322-3776","https://www.breatheandplayeveryday.com"
"Melrose","Sage Center For Yoga & Healing","12 Wyndmere Rd","Milton","MA","02186","(617) 696-7441","http://www.sagehealingarts.com"
"Melrose","Arlington Yoga","1305 Massachusetts Ave","Arlington","MA","02476","(781) 777-1434",
"Melrose","Yoga","1135 Walnut St","Newton Highlands","MA","02461","(617) 928-6080","http://www.downunderyoga.com"
"Melrose","Real Life Yoga","101 Adams St","Quincy","MA","02169","(617) 285-5219","http://www.reallifeyoga.com"
"Melrose","The Yoga Sport","3 Crescent St","Waltham","MA","02453","(781) 893-0004",
"Melrose","Shiva Shakti Yoga Center","8 Common St","Waltham","MA","02453","(617) 953-1292","http://shivashaktiyogacenter.com"
"Melrose","Real Life Yoga","25 School St","Quincy","MA","02169","(617) 285-5219","http://www.reallifeyoga.com"
"Melrose","Yoga Moves","335 Main St","Stoneham","MA","02180","(781) 438-4111","http://www.eyogamoves.com"
"Melrose","Miller Tracy","132 Charles St","Auburndale","MA","02466","(617) 332-0615",
"Melrose","Vitalcycle","425b Broadway","Saugus","MA","01906","(888) 895-1210","http://www.vitalcycle.net"
"Melrose","Triyoga Boston","60 Prospect St","Waltham","MA","02453","(781) 609-2497","https://triyogaboston.org"
"Melrose","Underground Studios","600 Pleasant St Ste 2","Watertown","MA","02472","(617) 600-4979",
"Melrose","Green Planet Kids","22 Lincoln St","Newton Highlands","MA","02461","(617) 332-7841","http://www.greenplanetkids.com"
"Melrose","Downunderyoga","1135 Walnut St","Newton Highlands","MA","02461","(617) 928-6080",
"Melrose","Yoga For You","602 Providence Hwy","Dedham","MA","02026","(781) 329-9642","http://bikramyoga.com"
"Melrose","Ready To Wear","277 Wyman St","Waltham","MA","02451","(877) 990-2122",
"Melrose","Alaine Amaral, BFA, RYT, PYT","910 Washington St","Dedham","MA","02026","(781) 232-5499","http://www.visionshealthcare.com"
"Melrose","Exhale Boston - Back Bay","28 Arlington St","Boston","MA","02116","(617) 532-7000","http://www.exhalespa.com/locations/back-bay"
"Melrose","Yoga by Hallie","551 Boylston St","Boston","MA","02116","(617) 455-2677",
"Melrose","Pure Barre","350 Newbury St","Boston","MA","02115","(617) 247-5360","http://purebarre.com"
"Melrose","YOGA BY RAMIE LLC","699 Massachusetts Ave","Boston","MA","02118","(617) 858-5657",
"Melrose","Thai Therapy By Mary","318 Western Ave Unit 3","Cambridge","MA","02139","(617) 575-9104","http://thaitherapybymary.com"
"Melrose","Women's Fitness Of Boston","27 School Street","Boston","MA","02108","(617) 227-1221",
"Melrose","The Body Center","1 Holden St","Brookline","MA","02445","(617) 731-4227",
"Melrose","Beacon Hill Athletic Club","279 Washington St","Brookline","MA","02445","(617) 277-8600","http://www.beaconhillathleticclubs.com"
"Melrose","Pure Barre","1333 Beacon St","Brookline","MA","02446","(617) 232-1242","http://purebarre.com"
"Melrose","Pure Barre","114 Mount Auburn St","Cambridge","MA","02138","(617) 354-6000","http://purebarre.com"
"Melrose","Self Expression Center","511 Medford St","Somerville","MA","02145","(617) 909-0936","http://www.selfexpressioncenter.com"
"Melrose","Yoga at Salem Street Studio","235 Salem St","Medford","MA","02155","(617) 529-4180","http://www.masterdiscipio.com"
"Melrose","Beacon Hill Athletic Club","470 Washington St","Brighton","MA","02135","(617) 562-0202","http://beaconhillathleticclubs.com"
"Melrose","School of Oom Yung Doe - Traditional Martial Arts","412 Salem St","Medford","MA","02155","(617) 997-2251","http://www.oomyungdoe-ne.com"
